"","UniqueCarrier","Origin","Dest","PctOnTime"
"5527","OO","SLC","BTM",0.73
"5563","OO","SLC","LWS",0.73
"5659","UA","ABQ","IAD",0.73
"5802","UA","IAD","BDL",0.73
"5818","UA","IAD","RDU",0.73
"5857","UA","LAX","JAC",0.73
"6105","US","BUF","CLT",0.73
"6167","US","CLT","SAV",0.73
"6168","US","CLT","SDF",0.73
"6185","US","DCA","BDL",0.73
"6201","US","DCA","PVD",0.73
"6216","US","DTW","PHL",0.73
"6230","US","GEG","PHX",0.73
"6279","US","LAS","SNA",0.73
"6292","US","LIH","PHX",0.73
"6306","US","MHT","PHL",0.73
"6312","US","MSP","CLT",0.73
"6453","US","PVD","DCA",0.73
"6465","US","RSW","DCA",0.73
"6491","US","SLC","LAS",0.73
"6496","US","SMF","PHX",0.73
"6544","WN","ALB","MDW",0.73
"6571","WN","BDL","LAS",0.73
"6574","WN","BDL","TPA",0.73
"6726","WN","DEN","SAN",0.73
"6836","WN","JAN","MDW",0.73
"6837","WN","JAX","BHM",0.73
"6850","WN","LAS","AUS",0.73
"6944","WN","MCI","FLL",0.73
"7128","WN","PDX","SJC",0.73
"7201","WN","PVD","BNA",0.73
"7275","WN","SDF","MCO",0.73
"7279","WN","SDF","TPA",0.73
"7392","WN","TPA","ORF",0.73
"7492","XE","CLE","BHM",0.73
"7502","XE","CLE","DAB",0.73
"7795","XE","LAX","ICT",0.73
"7945","XE","RNO","GEG",0.73
"7959","XE","SAN","FAT",0.73
"7989","XE","SJC","LAX",0.73
"8314","YV","LAS","PHX",0.73
"8352","YV","MRY","PHX",0.73
"8486","YV","RNO","LAS",0.73
"8508","YV","SBP","PHX",0.73
"83","9E","BTR","MEM",0.72
"104","9E","CLE","DTW",0.72
"157","9E","DLH","DTW",0.72
"197","9E","DTW","GRR",0.72
"284","9E","HSV","MEM",0.72
"420","9E","MSN","DCA",0.72
"534","9E","PWM","DTW",0.72
"561","9E","SCE","DTW",0.72
"564","9E","SDF","DTW",0.72
"566","9E","SDF","MSP",0.72
"580","9E","SUX","MSP",0.72
"594","9E","TYS","DTW",0.72
"615","AA","AUS","STL",0.72
"989","AA","SFO","HNL",0.72
"1181","AS","OGG","SEA",0.72
"1461","B6","OAK","LGB",0.72
"1474","B6","PDX","LGB",0.72
"1508","B6","SFO","AUS",0.72
"1589","CO","CLE","TPA",0.72
"1614","CO","EWR","BUF",0.72
"1827","CO","SJU","CLE",0.72
"1986","DL","CMH","CVG",0.72
"2040","DL","FAI","SLC",0.72
"2135","DL","LIH","LAX",0.72
"2327","EV","ATL","CMH",0.72
"2482","EV","CVG","ABE",0.72
"2487","EV","CVG","AVP",0.72
"2511","EV","CVG","GRR",0.72
"2514","EV","CVG","HPN",0.72
"2563","EV","DCA","BOS",0.72
"2937","FL","BMI","LAS",0.72
"2962","FL","BWI","LAX",0.72
"3079","FL","MCI","MIA",0.72
"3136","FL","MKE","BWI",0.72
"3174","FL","PHX","ATL",0.72
"3188","FL","RIC","MCO",0.72
"3296","MQ","ABI","DFW",0.72
"3345","MQ","CMH","RDU",0.72
"3492","MQ","LAX","MRY",0.72
"3541","MQ","MIA","PIT",0.72
"3647","MQ","PIT","MIA",0.72
"3691","MQ","SJT","DFW",0.72
"3730","NW","AZO","DTW",0.72
"3735","NW","BHM","MEM",0.72
"3745","NW","BTR","MEM",0.72
"4170","OH","ABE","CVG",0.72
"4496","OH","FSD","CVG",0.72
"4790","OO","ABQ","SFO",0.72
"4791","OO","ABQ","SLC",0.72
"4886","OO","BOI","SLC",0.72
"4931","OO","COS","ATL",0.72
"4953","OO","CWA","MKE",0.72
"5162","OO","LAX","IYK",0.72
"5173","OO","LAX","RNO",0.72
"5185","OO","LAX","TUL",0.72
"5187","OO","LAX","YUM",0.72
"5227","OO","MKE","ATL",0.72
"5259","OO","MKG","MKE",0.72
"5423","OO","RAP","DEN",0.72
"5470","OO","SEA","PDX",0.72
"5531","OO","SLC","CLE",0.72
"5539","OO","SLC","DRO",0.72
"5556","OO","SLC","IAH",0.72
"5613","OO","SMF","SLC",0.72
"5617","OO","SNA","SLC",0.72
"5674","UA","BOI","ORD",0.72
"5683","UA","BUR","DEN",0.72
"6115","US","CLE","CLT",0.72
"6195","US","DCA","MHT",0.72
"6242","US","JAX","DCA",0.72
"6243","US","JAX","PHL",0.72
"6288","US","LGA","DCA",0.72
"6296","US","MCO","CLT",0.72
"6297","US","MCO","DCA",0.72
"6332","US","PBI","CLT",0.72
"6439","US","PIT","FLL",0.72
"6462","US","RNO","PHX",0.72
"6485","US","SJC","LAS",0.72
"6492","US","SLC","PHX",0.72
"6548","WN","AMA","DEN",0.72
"6676","WN","CLE","MCO",0.72
"6712","WN","DEN","IND",0.72
"6843","WN","JAX","LAS",0.72
"6873","WN","LAS","MCI",0.72
"6923","WN","LBB","AUS",0.72
"6934","WN","MAF","ABQ",0.72
"6958","WN","MCI","TPA",0.72
"6961","WN","MCO","ALB",0.72
"6985","WN","MCO","ORF",0.72
"7123","WN","PDX","MCI",0.72
"7124","WN","PDX","MDW",0.72
"7147","WN","PHL","RSW",0.72
"7173","WN","PHX","OKC",0.72
"7203","WN","PVD","FLL",0.72
"7251","WN","SAN","SAT",0.72
"7268","WN","SAT","PHL",0.72
"7364","WN","STL","PHL",0.72
"7482","XE","CHS","CLE",0.72
"7528","XE","CLE","OKC",0.72
"7788","XE","JAX","RDU",0.72
"7899","XE","ONT","MRY",0.72
"7919","XE","PHL","CLE",0.72
"7953","XE","RSW","CLE",0.72
"7954","XE","RSW","IAH",0.72
"7970","XE","SAT","OKC",0.72
"8119","YV","CLT","CMH",0.72
"8210","YV","EGE","DEN",0.72
"8235","YV","GUC","DEN",0.72
"8331","YV","LIT","CLT",0.72
"8344","YV","MFR","PHX",0.72
"8358","YV","MYR","CLT",0.72
"8449","YV","PHX","MCI",0.72
"51","9E","ATW","DTW",0.71
"72","9E","BIL","MSP",0.71
"92","9E","CAE","DTW",0.71
"94","9E","CAK","DTW",0.71
"101","9E","CID","DTW",0.71
"125","9E","CVG","DTW",0.71
"149","9E","DCA","DSM",0.71
"166","9E","DTW","ATW",0.71
"247","9E","ERI","DTW",0.71
"257","9E","FNT","MSP",0.71
"261","9E","FWA","MSP",0.71
"263","9E","GPT","MEM",0.71
"270","9E","GRR","MSP",0.71
"307","9E","IND","RDU",0.71
"314","9E","JAN","MEM",0.71
"344","9E","MCI","MEM",0.71
"380","9E","MEM","JAN",0.71
"386","9E","MEM","MLI",0.71
"395","9E","MEM","PIT",0.71
"424","9E","MSN","MSP",0.71
"476","9E","MSP","MSN",0.71
"554","9E","SAT","IND",0.71
"1373","B6","JFK","BNA",0.71
"1437","B6","LGB","SMF",0.71
"1497","B6","RSW","IAD",0.71
"1541","CO","ABQ","EWR",0.71
"1552","CO","BDL","IAH",0.71
"1571","CO","CLE","FLL",0.71
"1583","CO","CLE","RSW",0.71
"1837","CO","TPA","CLE",0.71
"1959","DL","BOI","SLC",0.71
"2058","DL","HDN","LGA",0.71
"2077","DL","JFK","DCA",0.71
"2206","DL","SAN","CVG",0.71
"2223","DL","SJU","JFK",0.71
"2555","EV","CVG","TUL",0.71
"2624","EV","JAN","CVG",0.71
"2706","EV","ORF","CVG",0.71
"2737","EV","SAV","LGA",0.71
"2943","FL","BOS","MDW",0.71
"3017","FL","FLL","DTW",0.71
"3256","HA","HNL","ITO",0.71
"3490","MQ","LAX","FAT",0.71
"3495","MQ","LAX","SBP",0.71
"3551","MQ","MLU","DFW",0.71
"3908","NW","LAS","MEM",0.71
"3945","NW","MEM","BWI",0.71
"4803","OO","ATL","AUS",0.71
"4902","OO","BZN","SLC",0.71
"4928","OO","CMH","SLC",0.71
"5066","OO","FAT","DEN",0.71
"5161","OO","LAX","IPL",0.71
"5167","OO","LAX","OKC",0.71
"5183","OO","LAX","SMX",0.71
"5285","OO","MTJ","DEN",0.71
"5367","OO","ORD","ROA",0.71
"5440","OO","RNO","SLC",0.71
"5449","OO","SAT","SFO",0.71
"5468","OO","SEA","GEG",0.71
"5530","OO","SLC","CDC",0.71
"5662","UA","ANC","DEN",0.71
"6081","US","ALB","DCA",0.71
"6223","US","FAT","LAS",0.71
"6224","US","FLL","CLT",0.71
"6282","US","LAX","LAS",0.71
"6286","US","LGA","BOS",0.71
"6313","US","MSP","LAS",0.71
"6384","US","PHX","AUS",0.71
"6390","US","PHX","CLE",0.71
"6436","US","PIT","CLT",0.71
"6464","US","RSW","CLT",0.71
"6488","US","SJU","CLT",0.71
"6507","US","SYR","CLT",0.71
"6572","WN","BDL","MCO",0.71
"6707","WN","DEN","AUS",0.71
"6778","WN","GEG","SLC",0.71
"6811","WN","HRL","SAT",0.71
"6835","WN","JAN","MCO",0.71
"6844","WN","JAX","ORF",0.71
"6871","WN","LAS","LIT",0.71
"6891","WN","LAS","SAT",0.71
"6968","WN","MCO","CLE",0.71
"7061","WN","MSY","MDW",0.71
"7169","WN","PHX","MDW",0.71
"7204","WN","PVD","LAS",0.71
"7206","WN","PVD","MDW",0.71
"7241","WN","SAN","BWI",0.71
"7319","WN","SLC","MCO",0.71
"7328","WN","SMF","BUR",0.71
"7521","XE","CLE","MEM",0.71
"7663","XE","GEG","SLC",0.71
"7749","XE","IAH","PBI",0.71
"7862","XE","MSY","AUS",0.71
"8072","YV","AUS","ORD",0.71
"8201","YV","DRO","DEN",0.71
"8496","YV","SAT","DEN",0.71
"8514","YV","SMF","LAS",0.71
"57","9E","AVL","DTW",0.7
"188","9E","DTW","DAY",0.7
"189","9E","DTW","DLH",0.7
"193","9E","DTW","EVV",0.7
"208","9E","DTW","LEX",0.7
"224","9E","DTW","PHL",0.7
"267","9E","GRR","DTW",0.7
"286","9E","IAD","DTW",0.7
"313","9E","JAN","DTW",0.7
"321","9E","LEX","DTW",0.7
"323","9E","LGA","CVG",0.7
"339","9E","MBS","MSP",0.7
"352","9E","MEM","BDL",0.7
"356","9E","MEM","BTR",0.7
"357","9E","MEM","BWI",0.7
"364","9E","MEM","COS",0.7
"370","9E","MEM","EVV",0.7
"376","9E","MEM","HSV",0.7
"385","9E","MEM","MGM",0.7
"408","9E","MEM","TYS",0.7
"425","9E","MSP","ALB",0.7
"428","9E","MSP","AVL",0.7
"445","9E","MSP","DAY",0.7
"459","9E","MSP","HLN",0.7
"504","9E","MYR","MSP",0.7
"510","9E","OMA","MSP",0.7
"754","AA","FLL","STL",0.7
"1047","AA","TPA","JFK",0.7
"1071","AQ","KOA","SAN",0.7
"1091","AQ","SAN","KOA",0.7
"1120","AS","ANC","ORD",0.7
"1449","B6","MCO","PWM",0.7
"1626","CO","EWR","GSO",0.7
"1761","CO","MCO","CLE",0.7
"1831","CO","SLC","IAH",0.7
"2094","DL","KOA","LAX",0.7
"2121","DL","LAX","TPA",0.7
"2132","DL","LGA","RSW",0.7
"2133","DL","LGA","SLC",0.7
"2267","DL","SLC","TPA",0.7
"2442","EV","BDL","CVG",0.7
"2498","EV","CVG","CID",0.7
"2565","EV","DCA","HSV",0.7
"2608","EV","HPN","CVG",0.7
"2655","EV","MCI","CVG",0.7
"2720","EV","PNS","TPA",0.7
"2767","EV","TUP","ATL",0.7
"2783","F9","BOI","DEN",0.7
"2846","F9","JAC","DEN",0.7
"2872","F9","SJC","DEN",0.7
"2953","FL","BUF","RSW",0.7
"3001","FL","DCA","RSW",0.7
"3060","FL","LAS","IND",0.7
"3116","FL","MCO","STL",0.7
"3255","FL","TPA","SWF",0.7
"3257","HA","HNL","KOA",0.7
"3274","HA","KOA","OGG",0.7
"3282","HA","OGG","KOA",0.7
"3698","MQ","STL","RDU",0.7
"3865","NW","GFK","MSP",0.7
"3879","NW","IAD","DTW",0.7
"3923","NW","LSE","MSP",0.7
"3935","NW","MDT","DTW",0.7
"3937","NW","MDW","MSP",0.7
"3991","NW","MOT","MSP",0.7
"4098","NW","PDX","HNL",0.7
"4130","NW","SDF","DTW",0.7
"4148","NW","SLC","DTW",0.7
"4151","NW","SNA","MSP",0.7
"4158","NW","TPA","DTW",0.7
"4164","NW","TVC","MSP",0.7
"4165","NW","VPS","MEM",0.7
"4261","OH","AVP","CVG",0.7
"4640","OH","MDT","CVG",0.7
"4691","OH","PFN","CVG",0.7
"4775","OH","TVC","CVG",0.7
"4836","OO","ATL","STL",0.7
"4938","OO","COS","SLC",0.7
"4988","OO","DEN","GJT",0.7
"5019","OO","DEN","RAP",0.7
"5054","OO","ELP","DEN",0.7
"5056","OO","EUG","DEN",0.7
"5059","OO","EUG","SLC",0.7
"5109","OO","GTF","ORD",0.7
"5116","OO","HLN","DEN",0.7
"5156","OO","LAX","COS",0.7
"5226","OO","MFR","SLC",0.7
"5263","OO","MOD","LAX",0.7
"5265","OO","MRY","DEN",0.7
"5431","OO","RDM","SLC",0.7
"5460","OO","SBP","LAX",0.7
"5524","OO","SLC","BLI",0.7
"5552","OO","SLC","GTF",0.7
"5555","OO","SLC","HLN",0.7
"5564","OO","SLC","MCI",0.7
"5607","OO","SLC","YUM",0.7
"5635","OO","TUS","SLC",0.7
"5864","UA","LAX","OGG",0.7
"5901","UA","OGG","DEN",0.7
"5982","UA","PDX","IAD",0.7
"6130","US","CLT","DCA",0.7
"6151","US","CLT","MSP",0.7
"6163","US","CLT","RIC",0.7
"6191","US","DCA","JAX",0.7
"6204","US","DCA","SYR",0.7
"6239","US","IND","PHL",0.7
"6381","US","PHX","ABQ",0.7
"6397","US","PHX","ELP",0.7
"6422","US","PHX","RDU",0.7
"6432","US","PHX","STL",0.7
"6460","US","RIC","PHL",0.7
"6471","US","SAN","PHX",0.7
"6479","US","SEA","PHX",0.7
"6483","US","SFO","PHX",0.7
"6510","US","TPA","CLT",0.7
"6529","WN","ABQ","MCO",0.7
"6670","WN","BWI","SLC",0.7
"6687","WN","CMH","TPA",0.7
"6688","WN","CRP","HOU",0.7
"6711","WN","DEN","HOU",0.7
"6716","WN","DEN","MCO",0.7
"6775","WN","GEG","OAK",0.7
"6815","WN","IAD","TPA",0.7
"6816","WN","IND","BWI",0.7
"6880","WN","LAS","OMA",0.7
"6941","WN","MCI","BWI",0.7
"6966","WN","MCO","BUF",0.7
"6967","WN","MCO","BWI",0.7
"6986","WN","MCO","PHL",0.7
"7021","WN","MDW","MSY",0.7
"7094","WN","OMA","DEN",0.7
"7109","WN","ORF","JAX",0.7
"7184","WN","PHX","SDF",0.7
"7232","WN","RSW","BWI",0.7
"7286","WN","SEA","MCI",0.7
"7288","WN","SEA","OAK",0.7
"7305","WN","SJC","ONT",0.7
"7435","XE","ATL","EWR",0.7
"7441","XE","AUS","MCI",0.7
"7507","XE","CLE","DSM",0.7
"7667","XE","GRK","IAH",0.7
"7872","XE","OKC","ABQ",0.7
"7984","XE","SDF","IAH",0.7
"8037","XE","TUL","SAT",0.7
"8048","XE","TUS","SAT",0.7
"8073","YV","AUS","PHX",0.7
"8166","YV","CPR","DEN",0.7
"8169","YV","DAY","IAD",0.7
"8184","YV","DEN","GUC",0.7
"8185","YV","DEN","HDN",0.7
"8188","YV","DEN","MCI",0.7
"8219","YV","FAT","PHX",0.7
"8221","YV","FLG","PHX",0.7
"8226","YV","GJT","DEN",0.7
"8337","YV","MCI","PHX",0.7
"8338","YV","MDT","CLT",0.7
"8370","YV","ONT","PHX",0.7
"8500","YV","SAT","PHX",0.7
"141","9E","CWA","DTW",0.69
"168","9E","DTW","AVP",0.69
"191","9E","DTW","ELM",0.69
"195","9E","DTW","FWA",0.69
"210","9E","DTW","LNK",0.69
"225","9E","DTW","PIA",0.69
"243","9E","DTW","TVC",0.69
"254","9E","FLL","IND",0.69
"256","9E","FNT","LGA",0.69
"258","9E","FSD","MSP",0.69
"265","9E","GRB","MSP",0.69
"272","9E","GSO","DTW",0.69
"281","9E","HPN","DTW",0.69
"294","9E","IDA","MSP",0.69
"297","9E","IND","BDL",0.69
"300","9E","IND","DTW",0.69
"322","9E","LEX","MEM",0.69
"337","9E","LSE","MSP",0.69
"353","9E","MEM","BHM",0.69
"416","9E","MLI","MEM",0.69
"439","9E","MSP","CLE",0.69
"486","9E","MSP","RHI",0.69
"569","9E","SGF","MSP",0.69
"590","9E","TVC","DTW",0.69
"598","9E","XNA","DTW",0.69
"600","9E","XNA","MSP",0.69
"956","AA","PHX","MIA",0.69
"1117","AS","ANC","LAX",0.69
"1127","AS","BOI","SEA",0.69
"1213","AS","RNO","SEA",0.69
"1219","AS","SEA","BOI",0.69
"1411","B6","JFK","SRQ",0.69
"1513","B6","SJC","BOS",0.69
"1525","B6","SLC","SAN",0.69
"1653","CO","EWR","SAV",0.69
"1665","CO","FLL","CLE",0.69
"1803","CO","RNO","IAH",0.69
"2097","DL","LAS","CVG",0.69
"2249","DL","SLC","MSP",0.69
"2380","EV","ATL","MEI",0.69
"2414","EV","ATL","SCE",0.69
"2477","EV","CMH","ATL",0.69
"2535","EV","CVG","OKC",0.69
"2594","EV","GRB","CVG",0.69
"2633","EV","LEX","ATL",0.69
"2673","EV","MDT","CVG",0.69
"2820","F9","DEN","PBI",0.69
"3061","FL","LAS","MKE",0.69
"3145","FL","MKE","SAN",0.69
"3185","FL","RDU","MCO",0.69
"3222","FL","SJU","ATL",0.69
"3352","MQ","CVG","MIA",0.69
"3411","MQ","DFW","MLU",0.69
"3555","MQ","MQT","MKE",0.69
"3696","MQ","STL","BNA",0.69
"3709","MQ","TYR","DFW",0.69
"3748","NW","BWI","DTW",0.69
"3758","NW","CMH","DTW",0.69
"3762","NW","DCA","DTW",0.69
"3869","NW","GRR","DTW",0.69
"3992","NW","MSN","DTW",0.69
"4084","NW","MSY","MEM",0.69
"4097","NW","PDX","DTW",0.69
"4099","NW","PDX","MSP",0.69
"4152","NW","SRQ","DTW",0.69
"4324","OH","CAE","CVG",0.69
"4553","OH","JFK","BGR",0.69
"4633","OH","MCO","RDU",0.69
"4663","OH","MSY","CVG",0.69
"4792","OO","ACV","CEC",0.69
"4920","OO","CLE","SLC",0.69
"4935","OO","COS","MCI",0.69
"4973","OO","DEN","COD",0.69
"5136","OO","IDA","SLC",0.69
"5153","OO","LAX","BOI",0.69
"5289","OO","OAK","LAX",0.69
"5401","OO","PHX","LAX",0.69
"5580","OO","SLC","PIT",0.69
"5594","OO","SLC","SGU",0.69
"5601","OO","SLC","TUL",0.69
"5603","OO","SLC","TWF",0.69
"5618","OO","SPI","ORD",0.69
"5787","UA","FSD","DEN",0.69
"5790","UA","GRR","DEN",0.69
"5885","UA","MDT","ORD",0.69
"6003","UA","RDU","ORD",0.69
"6087","US","ATL","PHL",0.69
"6153","US","CLT","MYR",0.69
"6200","US","DCA","PIT",0.69
"6202","US","DCA","RSW",0.69
"6210","US","DFW","CLT",0.69
"6226","US","FLL","LAS",0.69
"6229","US","FLL","PIT",0.69
"6255","US","LAS","DFW",0.69
"6280","US","LAS","TPA",0.69
"6319","US","MYR","CLT",0.69
"6348","US","PHL","DCA",0.69
"6388","US","PHX","BUR",0.69
"6402","US","PHX","IAD",0.69
"6477","US","SEA","LAS",0.69
"6543","WN","ALB","MCO",0.69
"6620","WN","BOI","RNO",0.69
"6627","WN","BUF","MDW",0.69
"6705","WN","DEN","ABQ",0.69
"6735","WN","DEN","TPA",0.69
"6833","WN","JAN","BWI",0.69
"6920","WN","LAX","STL",0.69
"6963","WN","MCO","BDL",0.69
"6990","WN","MCO","RDU",0.69
"6993","WN","MCO","SDF",0.69
"7032","WN","MDW","RSW",0.69
"7048","WN","MHT","MDW",0.69
"7053","WN","MSY","BNA",0.69
"7117","WN","PBI","TPA",0.69
"7179","WN","PHX","PVD",0.69
"7192","WN","PHX","TPA",0.69
"7194","WN","PIT","BWI",0.69
"7200","WN","PIT","TPA",0.69
"7247","WN","SAN","MDW",0.69
"7314","WN","SLC","BWI",0.69
"7318","WN","SLC","LAX",0.69
"7320","WN","SLC","MDW",0.69
"7416","XE","ABE","CLE",0.69
"7612","XE","EWR","DAB",0.69
"7666","XE","GPT","IAH",0.69
"7707","XE","IAH","CRW",0.69
"7809","XE","LCH","IAH",0.69
"7822","XE","LRD","IAH",0.69
"7867","XE","MSY","MCI",0.69
"7869","XE","MSY","SAT",0.69
"7880","XE","OKC","SAT",0.69
"7992","XE","SLC","DEN",0.69
"8010","XE","SMF","COS",0.69
"8031","XE","TUL","EWR",0.69
"8071","YV","AUS","LAS",0.69
"8126","YV","CLT","HSV",0.69
"8241","YV","HSV","CLT",0.69
"8427","YV","PHX","ABQ",0.69
"8480","YV","RAP","DEN",0.69
"8513","YV","SLC","PHX",0.69
"8518","YV","SRQ","CLT",0.69
"8532","YV","YUM","LAS",0.69
"2","9E","ALB","DTW",0.68
"5","9E","ATL","AUS",0.68
"63","9E","BDL","DTW",0.68
"66","9E","BGM","DTW",0.68
"98","9E","CHS","DTW",0.68
"145","9E","DAY","MSP",0.68
"178","9E","DTW","CAK",0.68
"227","9E","DTW","PLN",0.68
"296","9E","IND","AUS",0.68
"301","9E","IND","FLL",0.68
"318","9E","LAN","DTW",0.68
"359","9E","MEM","CHA",0.68
"363","9E","MEM","CMH",0.68
"373","9E","MEM","GRR",0.68
"388","9E","MEM","MSN",0.68
"396","9E","MEM","PNS",0.68
"401","9E","MEM","SDF",0.68
"409","9E","MEM","XNA",0.68
"419","9E","MOB","MEM",0.68
"457","9E","MSP","GSO",0.68
"496","9E","MSP","SUX",0.68
"517","9E","PFN","MEM",0.68
"518","9E","PHL","CVG",0.68
"529","9E","PIT","MSP",0.68
"544","9E","ROA","DTW",0.68
"549","9E","RST","MSP",0.68
"889","AA","OAK","DFW",0.68
"980","AA","SAT","STL",0.68
"1030","AA","STL","MCO",0.68
"1144","AS","FAI","ANC",0.68
"1171","AS","LGB","SEA",0.68
"1178","AS","OAK","SEA",0.68
"1196","AS","PDX","MCO",0.68
"1262","AS","SJC","SEA",0.68
"1269","AS","WRG","KTN",0.68
"1272","AS","YAK","JNU",0.68
"1300","B6","BOS","RDU",0.68
"1441","B6","MCO","BTV",0.68
"1459","B6","OAK","IAD",0.68
"1472","B6","PBI","SWF",0.68
"1531","B6","SWF","MCO",0.68
"2027","DL","DEN","CVG",0.68
"2098","DL","LAS","FLL",0.68
"2109","DL","LAX","FLL",0.68
"2124","DL","LGA","BOS",0.68
"2136","DL","LIT","ATL",0.68
"2163","DL","OGG","LAX",0.68
"2179","DL","PDX","SLC",0.68
"2219","DL","SFO","SLC",0.68
"2221","DL","SJC","SLC",0.68
"2234","DL","SLC","DEN",0.68
"2236","DL","SLC","DTW",0.68
"2248","DL","SLC","MCO",0.68
"2691","EV","MSN","CVG",0.68
"2756","EV","TLH","MIA",0.68
"2766","EV","TUL","CVG",0.68
"2987","FL","CMH","ATL",0.68
"3026","FL","FLL","ROC",0.68
"3034","FL","GPT","TPA",0.68
"3177","FL","PIT","FLL",0.68
"3190","FL","ROC","BWI",0.68
"3210","FL","SAN","ATL",0.68
"3234","FL","STL","SRQ",0.68
"3298","MQ","ACT","DFW",0.68
"3450","MQ","FSM","DFW",0.68
"3721","NW","ABQ","MSP",0.68
"3760","NW","CMH","MSP",0.68
"3914","NW","LAX","MEM",0.68
"4114","NW","RDU","DTW",0.68
"4118","NW","RST","MSP",0.68
"4139","NW","SFO","DTW",0.68
"4154","NW","STL","MEM",0.68
"4160","NW","TPA","MEM",0.68
"4448","OH","CVG","TOL",0.68
"4506","OH","GSO","CVG",0.68
"4509","OH","GSO","MCO",0.68
"4540","OH","IND","JFK",0.68
"4628","OH","MCO","HSV",0.68
"4872","OO","BMI","ORD",0.68
"4906","OO","CDC","SLC",0.68
"4939","OO","CPR","DEN",0.68
"4944","OO","CRW","ORD",0.68
"5039","OO","DRO","DEN",0.68
"5045","OO","DSM","MKE",0.68
"5072","OO","FCA","DEN",0.68
"5166","OO","LAX","OAK",0.68
"5176","OO","LAX","SBA",0.68
"5177","OO","LAX","SBP",0.68
"5180","OO","LAX","SJC",0.68
"5182","OO","LAX","SMF",0.68
"5186","OO","LAX","TUS",0.68
"5232","OO","MKE","CLE",0.68
"5306","OO","ONT","SLC",0.68
"5418","OO","PSP","LAS",0.68
"5424","OO","RAP","ORD",0.68
"5523","OO","SLC","BIL",0.68
"5533","OO","SLC","COD",0.68
"5547","OO","SLC","FCA",0.68
"5610","OO","SMF","LAX",0.68
"5633","OO","TUS","LAX",0.68
"5672","UA","BIL","DEN",0.68
"5673","UA","BOI","DEN",0.68
"5698","UA","CVG","ORD",0.68
"5861","UA","LAX","LIH",0.68
"5888","UA","MIA","IAD",0.68
"6107","US","BUF","PHL",0.68
"6122","US","CLT","BNA",0.68
"6129","US","CLT","DAB",0.68
"6137","US","CLT","IAD",0.68
"6152","US","CLT","MSY",0.68
"6271","US","LAS","PHX",0.68
"6307","US","MIA","CLT",0.68
"6316","US","MSY","CLT",0.68
"6323","US","OGG","PHX",0.68
"6385","US","PHX","BDL",0.68
"6389","US","PHX","BWI",0.68
"6431","US","PHX","SNA",0.68
"6443","US","PIT","MCO",0.68
"6452","US","PVD","CLT",0.68
"6468","US","SAN","CLT",0.68
"6550","WN","AUS","BNA",0.68
"6551","WN","AUS","BWI",0.68
"6581","WN","BHM","MCO",0.68
"6622","WN","BOI","SLC",0.68
"6632","WN","BUR","PHX",0.68
"6656","WN","BWI","MDW",0.68
"6692","WN","DAL","BHM",0.68
"6733","WN","DEN","SNA",0.68
"6743","WN","ELP","ABQ",0.68
"6744","WN","ELP","AUS",0.68
"6746","WN","ELP","HOU",0.68
"6817","WN","IND","DEN",0.68
"6821","WN","IND","MCO",0.68
"6828","WN","ISP","MCO",0.68
"6853","WN","LAS","BNA",0.68
"6969","WN","MCO","CMH",0.68
"6981","WN","MCO","MHT",0.68
"6988","WN","MCO","PIT",0.68
"7115","WN","PBI","ISP",0.68
"7116","WN","PBI","PHL",0.68
"7154","WN","PHX","BNA",0.68
"7187","WN","PHX","SJC",0.68
"7196","WN","PIT","MCO",0.68
"7231","WN","RNO","SLC",0.68
"7236","WN","RSW","PHL",0.68
"7283","WN","SEA","DEN",0.68
"7289","WN","SEA","PHX",0.68
"7291","WN","SEA","SJC",0.68
"7360","WN","STL","MCO",0.68
"7398","WN","TPA","RDU",0.68
"7408","WN","TUL","PHX",0.68
"7455","XE","BHM","CLE",0.68
"7485","XE","CHS","IAH",0.68
"7576","XE","DCA","CLE",0.68
"7590","XE","ELP","IAH",0.68
"7693","XE","IAH","AVL",0.68
"7699","XE","IAH","CAE",0.68
"7859","XE","MSP","CLE",0.68
"7947","XE","RNO","LGB",0.68
"7962","XE","SAN","MRY",0.68
"8047","XE","TUS","RNO",0.68
"8162","YV","COS","DEN",0.68
"8177","YV","DEN","CPR",0.68
"8296","YV","JAX","ORD",0.68
"8339","YV","MDT","IAD",0.68
"8467","YV","PHX","YUM",0.68
"59","9E","AVP","DTW",0.67
"76","9E","BNA","CVG",0.67
"120","9E","CVG","BNA",0.67
"164","9E","DTW","ABE",0.67
"171","9E","DTW","BGM",0.67
"172","9E","DTW","BGR",0.67
"182","9E","DTW","CLE",0.67
"205","9E","DTW","ITH",0.67
"213","9E","DTW","MDT",0.67
"217","9E","DTW","MLI",0.67
"252","9E","FAR","MSP",0.67
"274","9E","GSO","MSP",0.67
"290","9E","IAH","MEM",0.67
"335","9E","LNK","DTW",0.67
"354","9E","MEM","BNA",0.67
"361","9E","MEM","CLE",0.67
"377","9E","MEM","IAH",0.67
"455","9E","MSP","GRB",0.67
"472","9E","MSP","MDT",0.67
"491","9E","MSP","SBN",0.67
"527","9E","PIT","DTW",0.67
"532","9E","PNS","MEM",0.67
"535","9E","PWM","MSP",0.67
"560","9E","SBN","MSP",0.67
"571","9E","SHV","MEM",0.67
"762","AA","HNL","ORD",0.67
"798","AA","LAX","AUS",0.67
"812","AA","LAX","MCO",0.67
