"","UniqueCarrier","Origin","Dest","PctOnTime"
"4554","OH","JFK","BNA",0.66
"4646","OH","MEM","CVG",0.66
"4728","OH","ROC","CVG",0.66
"4844","OO","ATW","MKE",0.66
"4918","OO","CLE","MKE",0.66
"4957","OO","DAY","MKE",0.66
"4964","OO","DEN","BIL",0.66
"4975","OO","DEN","CPR",0.66
"5001","OO","DEN","LNK",0.66
"5087","OO","GCC","SLC",0.66
"5115","OO","HDN","SLC",0.66
"5119","OO","HPN","ORD",0.66
"5128","OO","IAH","SLC",0.66
"5149","OO","LAX","ABQ",0.66
"5189","OO","LEX","ORD",0.66
"5290","OO","OAK","SLC",0.66
"5345","OO","ORD","HPN",0.66
"5395","OO","PDX","SEA",0.66
"5458","OO","SBA","SLC",0.66
"5465","OO","SDF","MKE",0.66
"5516","OO","SLC","ABQ",0.66
"5557","OO","SLC","IDA",0.66
"5586","OO","SLC","RNO",0.66
"5589","OO","SLC","SBA",0.66
"5600","OO","SLC","SUN",0.66
"5629","OO","TUL","LAX",0.66
"5630","OO","TUL","ORD",0.66
"5632","OO","TUS","DEN",0.66
"5669","UA","AUS","SFO",0.66
"5781","UA","EWR","LAX",0.66
"5833","UA","ICT","ORD",0.66
"6005","UA","RNO","DEN",0.66
"6027","UA","SFO","BUR",0.66
"6133","US","CLT","DTW",0.66
"6177","US","CLT","SYR",0.66
"6251","US","LAS","BWI",0.66
"6284","US","LAX","PHX",0.66
"6342","US","PHL","ATL",0.66
"6344","US","PHL","BOS",0.66
"6368","US","PHL","PVD",0.66
"6395","US","PHX","DFW",0.66
"6411","US","PHX","MCO",0.66
"6498","US","SNA","PHX",0.66
"6512","US","TPA","LAS",0.66
"6515","US","TPA","PIT",0.66
"6523","WN","ABQ","HOU",0.66
"6528","WN","ABQ","MCI",0.66
"6573","WN","BDL","MDW",0.66
"6582","WN","BHM","MDW",0.66
"6619","WN","BOI","PDX",0.66
"6621","WN","BOI","SEA",0.66
"6629","WN","BUF","TPA",0.66
"6630","WN","BUR","LAS",0.66
"6736","WN","DEN","TUL",0.66
"6752","WN","ELP","SAT",0.66
"6766","WN","FLL","MHT",0.66
"6783","WN","HOU","BWI",0.66
"6839","WN","JAX","BWI",0.66
"6854","WN","LAS","BOI",0.66
"6864","WN","LAS","HOU",0.66
"6870","WN","LAS","LBB",0.66
"6954","WN","MCI","SAN",0.66
"6962","WN","MCO","AUS",0.66
"6964","WN","MCO","BHM",0.66
"6979","WN","MCO","MCI",0.66
"7042","WN","MDW","TPA",0.66
"7051","WN","MHT","TPA",0.66
"7064","WN","OAK","ABQ",0.66
"7068","WN","OAK","BUR",0.66
"7076","WN","OAK","ONT",0.66
"7108","WN","ORF","BWI",0.66
"7111","WN","ORF","MCO",0.66
"7133","WN","PHL","CMH",0.66
"7134","WN","PHL","DEN",0.66
"7140","WN","PHL","MDW",0.66
"7205","WN","PVD","MCO",0.66
"7209","WN","PVD","TPA",0.66
"7219","WN","RDU","TPA",0.66
"7228","WN","RNO","SAN",0.66
"7264","WN","SAT","LAS",0.66
"7277","WN","SDF","PHX",0.66
"7308","WN","SJC","RNO",0.66
"7323","WN","SLC","PHX",0.66
"7366","WN","STL","RSW",0.66
"7369","WN","STL","TPA",0.66
"7377","WN","TPA","BUF",0.66
"7388","WN","TPA","MCI",0.66
"7410","WN","TUS","ABQ",0.66
"7424","XE","ABQ","SAT",0.66
"7446","XE","AUS","TUS",0.66
"7449","XE","BDL","CLE",0.66
"7495","XE","CLE","BTV",0.66
"7510","XE","CLE","GSO",0.66
"7741","XE","IAH","MOB",0.66
"7772","XE","ICT","LAX",0.66
"7780","XE","JAN","IAH",0.66
"7833","XE","MCI","RDU",0.66
"7876","XE","OKC","IAH",0.66
"7917","XE","PDX","LAX",0.66
"7939","XE","RDU","MCI",0.66
"7946","XE","RNO","LAX",0.66
"7966","XE","SAT","ABQ",0.66
"7967","XE","SAT","CLE",0.66
"7988","XE","SHV","IAH",0.66
"7995","XE","SLC","GEG",0.66
"8013","XE","SMF","OKC",0.66
"8020","XE","STL","CLE",0.66
"8029","XE","TUL","ABQ",0.66
"8182","YV","DEN","GJT",0.66
"8191","YV","DEN","MTJ",0.66
"8333","YV","MCI","CLT",0.66
"8434","YV","PHX","DEN",0.66
"9","9E","ATL","BWI",0.65
"70","9E","BHM","DTW",0.65
"102","9E","CID","MSP",0.65
"133","9E","CVG","MSP",0.65
"160","9E","DSM","DTW",0.65
"170","9E","DTW","BDL",0.65
"190","9E","DTW","DSM",0.65
"207","9E","DTW","LAN",0.65
"234","9E","DTW","SBN",0.65
"244","9E","DTW","TYS",0.65
"277","9E","GSP","MEM",0.65
"279","9E","HLN","MSP",0.65
"304","9E","IND","MEM",0.65
"328","9E","LGA","IND",0.65
"332","9E","LIT","DTW",0.65
"368","9E","MEM","DSM",0.65
"397","9E","MEM","RDU",0.65
"402","9E","MEM","SGF",0.65
"415","9E","MLI","DTW",0.65
"426","9E","MSP","ALO",0.65
"431","9E","MSP","BIL",0.65
"475","9E","MSP","MLI",0.65
"499","9E","MSP","TYS",0.65
"505","9E","OKC","DTW",0.65
"538","9E","RDU","MEM",0.65
"546","9E","ROC","DTW",0.65
"556","9E","SAV","DTW",0.65
"565","9E","SDF","MEM",0.65
"568","9E","SGF","MEM",0.65
"614","AA","AUS","SNA",0.65
"648","AA","DCA","STL",0.65
"700","AA","DFW","OGG",0.65
"794","AA","LAS","LAX",0.65
"838","AA","MCO","JFK",0.65
"969","AA","RSW","DFW",0.65
"1044","AA","STT","SJU",0.65
"1051","AA","TPA","SJU",0.65
"1146","AS","FAI","SCC",0.65
"1154","AS","JNU","KTN",0.65
"1195","AS","PDX","LAX",0.65
"1239","AS","SEA","OAK",0.65
"1251","AS","SEA","SNA",0.65
"1270","AS","WRG","PSG",0.65
"1276","B6","AUS","JFK",0.65
"1288","B6","BOS","IAD",0.65
"1346","B6","FLL","RDU",0.65
"1380","B6","JFK","CMH",0.65
"1503","B6","SAN","SLC",0.65
"1516","B6","SJU","BOS",0.65
"1519","B6","SJU","JFK",0.65
"1688","CO","IAH","CLT",0.65
"1775","CO","MTJ","EWR",0.65
"1782","CO","ONT","IAH",0.65
"1832","CO","SMF","IAH",0.65
"1843","DL","ABQ","ATL",0.65
"2126","DL","LGA","DCA",0.65
"2141","DL","MCO","CVG",0.65
"2180","DL","PHF","ATL",0.65
"2229","DL","SLC","BWI",0.65
"2369","EV","ATL","LAW",0.65
"2392","EV","ATL","MSY",0.65
"2489","EV","CVG","BDL",0.65
"2601","EV","GSP","ATL",0.65
"2733","EV","ROC","CVG",0.65
"2934","FL","ATL","SWF",0.65
"3044","FL","IND","ATL",0.65
"3048","FL","IND","MCO",0.65
"3059","FL","LAS","FNT",0.65
"3107","FL","MCO","PHF",0.65
"3208","FL","RSW","MKE",0.65
"3209","FL","RSW","PIT",0.65
"3233","FL","STL","MCO",0.65
"3290","HA","SAN","OGG",0.65
"3349","MQ","CRP","DFW",0.65
"3365","MQ","DCA","RDU",0.65
"3463","MQ","GSO","MIA",0.65
"3465","MQ","GSP","ORD",0.65
"3493","MQ","LAX","SAN",0.65
"3542","MQ","MIA","RIC",0.65
"3544","MQ","MIA","TLH",0.65
"3681","MQ","SDF","RDU",0.65
"3688","MQ","SJC","LAX",0.65
"3689","MQ","SJC","SAN",0.65
"3703","MQ","TOL","ORD",0.65
"3708","MQ","TXK","DFW",0.65
"3746","NW","BUF","DTW",0.65
"3769","NW","DFW","DTW",0.65
"3862","NW","FNT","MSP",0.65
"3880","NW","IAD","MSP",0.65
"3987","NW","MKE","DTW",0.65
"4106","NW","PIT","DTW",0.65
"4282","OH","BHM","MCO",0.65
"4285","OH","BNA","CVG",0.65
"4420","OH","CVG","MSN",0.65
"4795","OO","ACV","SMF",0.65
"4834","OO","ATL","PNS",0.65
"4922","OO","CMH","ATL",0.65
"4934","OO","COS","LAX",0.65
"4984","OO","DEN","FAR",0.65
"4986","OO","DEN","FCA",0.65
"5055","OO","ELP","SLC",0.65
"5103","OO","GRR","MKG",0.65
"5108","OO","GTF","DEN",0.65
"5159","OO","LAX","FAT",0.65
"5198","OO","LNK","DEN",0.65
"5222","OO","MFR","PDX",0.65
"5274","OO","MSO","DEN",0.65
"5278","OO","MSP","ATL",0.65
"5441","OO","ROA","ORD",0.65
"5457","OO","SBA","SJC",0.65
"5528","OO","SLC","BUR",0.65
"5536","OO","SLC","CVG",0.65
"5570","OO","SLC","MSY",0.65
"5582","OO","SLC","PSP",0.65
"5670","UA","BDL","IAD",0.65
"5701","UA","DCA","ORD",0.65
"5774","UA","DSM","ORD",0.65
"5788","UA","GEG","DEN",0.65
"5794","UA","HDN","DEN",0.65
"5803","UA","IAD","BOS",0.65
"5854","UA","LAX","EWR",0.65
"5896","UA","MSY","ORD",0.65
"5983","UA","PDX","LAX",0.65
"6006","UA","RNO","SFO",0.65
"6040","UA","SFO","LIH",0.65
"6079","US","ABQ","PHX",0.65
"6100","US","BOS","LGA",0.65
"6119","US","CLT","ATL",0.65
"6193","US","DCA","LGA",0.65
"6211","US","DFW","LAS",0.65
"6220","US","EWR","CLT",0.65
"6231","US","HNL","PHX",0.65
"6250","US","LAS","BOS",0.65
"6256","US","LAS","DTW",0.65
"6285","US","LAX","PIT",0.65
"6298","US","MCO","LAS",0.65
"6301","US","MCO","PIT",0.65
"6315","US","MSP","PHX",0.65
"6318","US","MSY","PHL",0.65
"6331","US","ORF","CLT",0.65
"6361","US","PHL","MSY",0.65
"6372","US","PHL","SAN",0.65
"6399","US","PHX","FLL",0.65
"6410","US","PHX","MCI",0.65
"6433","US","PHX","TPA",0.65
"6482","US","SFO","PHL",0.65
"6586","WN","BHM","STL",0.65
"6616","WN","BOI","GEG",0.65
"6631","WN","BUR","OAK",0.65
"6633","WN","BUR","SJC",0.65
"6666","WN","BWI","RSW",0.65
"6680","WN","CMH","BWI",0.65
"6755","WN","FLL","BNA",0.65
"6776","WN","GEG","PDX",0.65
"6904","WN","LAX","AUS",0.65
"6907","WN","LAX","ELP",0.65
"6924","WN","LBB","DAL",0.65
"6997","WN","MDW","ABQ",0.65
"7026","WN","MDW","PHL",0.65
"7031","WN","MDW","RNO",0.65
"7047","WN","MHT","MCO",0.65
"7050","WN","MHT","PHX",0.65
"7082","WN","OAK","SLC",0.65
"7095","WN","OMA","LAS",0.65
"7097","WN","OMA","MDW",0.65
"7127","WN","PDX","RNO",0.65
"7145","WN","PHL","PVD",0.65
"7177","WN","PHX","PHL",0.65
"7186","WN","PHX","SFO",0.65
"7191","WN","PHX","STL",0.65
"7216","WN","RDU","MDW",0.65
"7227","WN","RNO","PHX",0.65
"7230","WN","RNO","SJC",0.65
"7235","WN","RSW","MDW",0.65
"7239","WN","SAN","AUS",0.65
"7265","WN","SAT","LAX",0.65
"7285","WN","SEA","LAS",0.65
"7307","WN","SJC","PHX",0.65
"7321","WN","SLC","OAK",0.65
"7322","WN","SLC","PDX",0.65
"7329","WN","SMF","DEN",0.65
"7378","WN","TPA","BWI",0.65
"7386","WN","TPA","JAX",0.65
"7391","WN","TPA","MSY",0.65
"7397","WN","TPA","PVD",0.65
"7481","XE","CHA","IAH",0.65
"7491","XE","CLE","BDL",0.65
"7527","XE","CLE","MSY",0.65
"7529","XE","CLE","OMA",0.65
"7564","XE","CRP","IAH",0.65
"7585","XE","DSM","CLE",0.65
"7720","XE","IAH","HRL",0.65
"7755","XE","IAH","RIC",0.65
"7765","XE","IAH","TPA",0.65
"7796","XE","LAX","LAS",0.65
"7804","XE","LAX","SJC",0.65
"7853","XE","MOB","IAH",0.65
"7893","XE","ONT","BOI",0.65
"7916","XE","PBI","IAH",0.65
"7941","XE","RDU","SAT",0.65
"7969","XE","SAT","MSY",0.65
"8032","XE","TUL","IAH",0.65
"8041","XE","TUS","GEG",0.65
"8149","YV","CLT","RDU",0.65
"8176","YV","DEN","COS",0.65
"8231","YV","GSO","IAD",0.65
"8346","YV","MHT","IAD",0.65
"8422","YV","ORD","TYS",0.65
"8438","YV","PHX","ELP",0.65
"8455","YV","PHX","OMA",0.65
"8515","YV","SNA","PHX",0.65
"60","9E","AZO","DTW",0.64
"67","9E","BGR","DTW",0.64
"99","9E","CHS","MEM",0.64
"163","9E","DSM","MSP",0.64
"180","9E","DTW","CHS",0.64
"187","9E","DTW","CWA",0.64
"192","9E","DTW","ERI",0.64
"198","9E","DTW","GSO",0.64
"200","9E","DTW","HPN",0.64
"201","9E","DTW","HSV",0.64
"203","9E","DTW","ICT",0.64
"211","9E","DTW","MBS",0.64
"228","9E","DTW","PWM",0.64
"233","9E","DTW","SAV",0.64
"235","9E","DTW","SCE",0.64
"237","9E","DTW","SGF",0.64
"293","9E","ICT","MSP",0.64
"324","9E","LGA","DSM",0.64
"342","9E","MCI","DTW",0.64
"347","9E","MDT","DTW",0.64
"382","9E","MEM","LEX",0.64
"389","9E","MEM","MSP",0.64
"390","9E","MEM","OKC",0.64
"393","9E","MEM","PFN",0.64
"405","9E","MEM","TLH",0.64
"432","9E","MSP","BIS",0.64
"497","9E","MSP","TUL",0.64
"502","9E","MSY","LGA",0.64
"508","9E","OMA","DTW",0.64
"559","9E","SBN","DTW",0.64
"570","9E","SHV","DTW",0.64
"577","9E","STL","MEM",0.64
"595","9E","TYS","MEM",0.64
"611","AA","AUS","RDU",0.64
"954","AA","PHL","SJU",0.64
"1005","AA","SJU","IAD",0.64
"1034","AA","STL","RSW",0.64
"1100","AQ","SNA","RNO",0.64
"1182","AS","OME","ANC",0.64
"1189","AS","OTZ","OME",0.64
"1199","AS","PDX","PHX",0.64
"1234","AS","SEA","LGB",0.64
"1236","AS","SEA","MCO",0.64
"1241","AS","SEA","ONT",0.64
"1245","AS","SEA","RNO",0.64
"1254","AS","SFO","LAX",0.64
"1260","AS","SIT","SEA",0.64
"1274","B6","AUS","BOS",0.64
"1351","B6","HOU","JFK",0.64
"1375","B6","JFK","BQN",0.64
"1415","B6","LAS","BOS",0.64
"1426","B6","LGB","FLL",0.64
"1429","B6","LGB","LAS",0.64
"1484","B6","RDU","BOS",0.64
"1492","B6","ROC","MCO",0.64
"1502","B6","SAN","SEA",0.64
"1514","B6","SJC","JFK",0.64
"1565","CO","CLE","BOS",0.64
"1569","CO","CLE","DEN",0.64
"1760","CO","MCI","IAH",0.64
"1763","CO","MCO","IAH",0.64
"1789","CO","PBI","IAH",0.64
"1807","CO","SAN","CLE",0.64
"1844","DL","ABQ","CVG",0.64
"1886","DL","ATL","HSV",0.64
"2101","DL","LAS","MCO",0.64
"2102","DL","LAS","SLC",0.64
"2134","DL","LGA","TPA",0.64
"2148","DL","MEM","ATL",0.64
"2183","DL","PHX","ATL",0.64
"2193","DL","RDU","CVG",0.64
"2230","DL","SLC","CLE",0.64
"2242","DL","SLC","IAD",0.64
"2256","DL","SLC","PHL",0.64
"2260","DL","SLC","RNO",0.64
"2265","DL","SLC","SMF",0.64
"2279","DL","TLH","ATL",0.64
"2287","DL","TPA","SLC",0.64
"2374","EV","ATL","LYH",0.64
"2416","EV","ATL","SGF",0.64
"2435","EV","AVL","ATL",0.64
"2446","EV","BHM","LGA",0.64
"2486","EV","CVG","AVL",0.64
"2575","EV","EVV","ATL",0.64
"2879","F9","TUS","DEN",0.64
"2998","FL","DCA","ATL",0.64
"3057","FL","LAS","CAK",0.64
"3091","FL","MCO","DCA",0.64
"3109","FL","MCO","PIT",0.64
"3160","FL","PBI","BWI",0.64
"3215","FL","SEA","ATL",0.64
"3303","MQ","AUS","DAL",0.64
"3325","MQ","CHA","DFW",0.64
"3391","MQ","DFW","GJT",0.64
"3441","MQ","ELP","DFW",0.64
"3470","MQ","ICT","DFW",0.64
"3474","MQ","JAN","DFW",0.64
"3487","MQ","LAS","LAX",0.64
"3500","MQ","LEX","ORD",0.64
"3535","MQ","MIA","CVG",0.64
"3536","MQ","MIA","GSO",0.64
"3738","NW","BNA","DTW",0.64
"3740","NW","BNA","MSP",0.64
"3756","NW","CLT","DTW",0.64
"3772","NW","DLH","MSP",0.64
"3854","NW","FAR","MSP",0.64
"3864","NW","GEG","MSP",0.64
"3883","NW","IAH","MSP",0.64
"3895","NW","IND","TPA",0.64
"3932","NW","MCO","IND",0.64
"4065","NW","MSP","RST",0.64
"4096","NW","PBI","DTW",0.64
"4101","NW","PHL","MEM",0.64
"4150","NW","SMF","MSP",0.64
"4562","OH","JFK","CMH",0.64
"4605","OH","LGA","MSY",0.64
"4626","OH","MCO","GSO",0.64
"4796","OO","ASE","ATL",0.64
"4806","OO","ATL","BUF",0.64
"4821","OO","ATL","JAN",0.64
"4824","OO","ATL","MKE",0.64
"4915","OO","CLD","LAX",0.64
"4997","OO","DEN","IDA",0.64
"5052","OO","DTW","SLC",0.64
"5061","OO","FAR","DEN",0.64
"5065","OO","FAR","SLC",0.64
"5068","OO","FAT","LAX",0.64
"5143","OO","JAC","SLC",0.64
"5152","OO","LAX","BFL",0.64
"5171","OO","LAX","PHX",0.64
"5202","OO","MBS","ORD",0.64
"5240","OO","MKE","FNT",0.64
"5375","OO","ORD","SPI",0.64
"5381","OO","ORF","ATL",0.64
"5453","OO","SBA","DEN",0.64
"5454","OO","SBA","LAX",0.64
"5514","OO","SJC","SBA",0.64
"5529","OO","SLC","BZN",0.64
"5624","OO","SYR","ORD",0.64
"5722","UA","DEN","FSD",0.64
"5756","UA","DEN","RDU",0.64
"5779","UA","EUG","SFO",0.64
"5791","UA","GRR","ORD",0.64
"5815","UA","IAD","ORD",0.64
"5905","UA","OKC","DEN",0.64
"5996","UA","PIT","ORD",0.64
"6075","UA","TUL","DEN",0.64
"6112","US","BWI","PHL",0.64
"6118","US","CLT","ALB",0.64
"6126","US","CLT","CHS",0.64
"6253","US","LAS","CMH",0.64
"6261","US","LAS","LAX",0.64
"6272","US","LAS","PIT",0.64
"6278","US","LAS","SMF",0.64
"6283","US","LAX","PHL",0.64
"6311","US","MKE","PHX",0.64
"6335","US","PBI","PHL",0.64
"6337","US","PDX","CLT",0.64
"6360","US","PHL","MSP",0.64
"6466","US","RSW","PHL",0.64
"6474","US","SDF","CLT",0.64
"6542","WN","ALB","LAS",0.64
"6576","WN","BHM","BWI",0.64
"6591","WN","BNA","BWI",0.64
"6634","WN","BUR","SMF",0.64
"6651","WN","BWI","JAX",0.64
"6655","WN","BWI","MCO",0.64
"6669","WN","BWI","SDF",0.64
"6672","WN","BWI","TPA",0.64
"6675","WN","CLE","LAS",0.64
"6717","WN","DEN","MDW",0.64
"6757","WN","FLL","BWI",0.64
"6760","WN","FLL","ISP",0.64
"6805","WN","HOU","STL",0.64
"6812","WN","IAD","LAS",0.64
"6822","WN","IND","MDW",0.64
"6845","WN","JAX","PHL",0.64
"6861","WN","LAS","ELP",0.64
"6884","WN","LAS","PHL",0.64
"6931","WN","LIT","MDW",0.64
"7010","WN","MDW","HOU",0.64
"7037","WN","MDW","SFO",0.64
"7070","WN","OAK","GEG",0.64
"7093","WN","OKC","STL",0.64
"7098","WN","OMA","PHX",0.64
"7099","WN","OMA","STL",0.64
"7105","WN","ONT","SJC",0.64
"7132","WN","PHL","BNA",0.64
"7180","WN","PHX","RDU",0.64
"7193","WN","PHX","TUL",0.64
"7273","WN","SDF","BWI",0.64
"7310","WN","SJC","SEA",0.64
"7311","WN","SJC","SNA",0.64
"7337","WN","SMF","SAN",0.64
"7339","WN","SMF","SNA",0.64
"7348","WN","STL","BWI",0.64
"7375","WN","TPA","BHM",0.64
"7400","WN","TPA","SDF",0.64
"7409","WN","TUL","STL",0.64
"7423","XE","ABQ","ONT",0.64
"7470","XE","BRO","IAH",0.64
"7534","XE","CLE","PVD",0.64
"7536","XE","CLE","RDU",0.64
"7582","XE","DEN","SLC",0.64
"7594","XE","EUG","SLC",0.64
"7674","XE","GSP","CLE",0.64
"7706","XE","IAH","CRP",0.64
"7760","XE","IAH","SHV",0.64
"7769","XE","IAH","VPS",0.64
"7844","XE","MFE","IAH",0.64
"7852","XE","MLU","IAH",0.64
"7997","XE","SLC","IDA",0.64
"8081","YV","BHM","IAD",0.64
"8151","YV","CLT","ROC",0.64
"8171","YV","DEN","ASE",0.64
"8227","YV","GJT","PHX",0.64
"8287","YV","IAH","PHX",0.64
"8305","YV","LAS","ELP",0.64
"8326","YV","LAX","LAS",0.64
"8414","YV","ORD","ROA",0.64
"8461","YV","PHX","SBA",0.64
"8531","YV","TYS","ORD",0.64
"1","9E","ABE","DTW",0.63
"79","9E","BNA","MSP",0.63
"93","9E","CAE","MEM",0.63
"181","9E","DTW","CID",0.63
"206","9E","DTW","JAN",0.63
"240","9E","DTW","SWF",0.63
"283","9E","HSV","DTW",0.63
"306","9E","IND","PHL",0.63
"362","9E","MEM","CLT",0.63
"410","9E","MGM","MEM",0.63
"413","9E","MKE","ATL",0.63
"447","9E","MSP","DSM",0.63
"456","9E","MSP","GRR",0.63
"462","9E","MSP","IDA",0.63
"477","9E","MSP","MYR",0.63
"478","9E","MSP","OKC",0.63
"492","9E","MSP","SDF",0.63
"509","9E","OMA","MEM",0.63
"520","9E","PHL","IND",0.63
"584","9E","TLH","MEM",0.63
"624","AA","BNA","MIA",0.63
"819","AA","LAX","STL",0.63
"949","AA","PDX","DFW",0.63
"972","AA","SAN","BOS",0.63
"998","AA","SJC","SNA",0.63
"1014","AA","SLC","DFW",0.63
"1016","AA","SMF","DFW",0.63
"1023","AA","STL","BOS",0.63
"1122","AS","ANC","PDX",0.63
"1134","AS","CDV","ANC",0.63
"1161","AS","KTN","SEA",0.63
"1197","AS","PDX","OAK",0.63
"1203","AS","PDX","SJC",0.63
"1205","AS","PDX","SNA",0.63
"1212","AS","PSP","SFO",0.63
"1220","AS","SEA","BOS",0.63
"1249","AS","SEA","SJC",0.63
"1267","AS","SNA","SEA",0.63
"1271","AS","YAK","CDV",0.63
"1283","B6","BOS","BUF",0.63
"1309","B6","BQN","JFK",0.63
"1357","B6","IAD","BOS",0.63
"1360","B6","IAD","JFK",0.63
"1363","B6","IAD","MCO",0.63
"1427","B6","LGB","IAD",0.63
"1440","B6","MCO","BQN",0.63
"1462","B6","ONT","JFK",0.63
"1466","B6","PBI","BOS",0.63
"1499","B6","SAN","BOS",0.63
"1542","CO","ABQ","IAH",0.63
"1560","CO","BWI","CLE",0.63
"1607","CO","ELP","IAH",0.63
"1631","CO","EWR","JAX",0.63
"1661","CO","EWR","SRQ",0.63
"1690","CO","IAH","DCA",0.63
"1821","CO","SFO","CLE",0.63
"1994","DL","CVG","BWI",0.63
"2024","DL","DCA","LGA",0.63
"2051","DL","GEG","SLC",0.63
"2054","DL","GSP","ATL",0.63
"2178","DL","PDX","JFK",0.63
"2211","DL","SDF","ATL",0.63
"2215","DL","SEA","SLC",0.63
"2217","DL","SFO","CVG",0.63
"2259","DL","SLC","RDU",0.63
"2324","EV","ATL","CID",0.63
"2370","EV","ATL","LEX",0.63
"2526","EV","CVG","MCI",0.63
"2560","EV","DAY","ATL",0.63
"2653","EV","LYH","ATL",0.63
"2654","EV","MCI","ATL",0.63
"2694","EV","MSY","ATL",0.63
"2780","F9","AUS","DEN",0.63
"2946","FL","BOS","PHF",0.63
"2955","FL","BWI","BOS",0.63
"2964","FL","BWI","MIA",0.63
"3007","FL","DTW","ATL",0.63
"3027","FL","FNT","ATL",0.63
"3043","FL","ICT","ATL",0.63
"3064","FL","LAX","ATL",0.63
"3164","FL","PHF","BOS",0.63
"3179","FL","PIT","RSW",0.63
"3219","FL","SFO","IND",0.63
"3310","MQ","BNA","DCA",0.63
"3357","MQ","DAL","ORD",0.63
"3550","MQ","MLI","ORD",0.63
"3552","MQ","MOB","DFW",0.63
"3643","MQ","PIA","ORD",0.63
"3694","MQ","SPI","ORD",0.63
"3712","MQ","VPS","DFW",0.63
"3751","NW","BZN","DTW",0.63
"3753","NW","CID","MSP",0.63
"3872","NW","GRR","MSP",0.63
"3875","NW","HNL","MSP",0.63
"3910","NW","LAX","DTW",0.63
"3946","NW","MEM","CMH",0.63
"3984","NW","MIA","DTW",0.63
"3985","NW","MIA","MEM",0.63
"3990","NW","MKE","MSP",0.63
"3994","NW","MSO","MSP",0.63
"4095","NW","ORF","DTW",0.63
"4100","NW","PHL","DTW",0.63
"4113","NW","RAP","MSP",0.63
"4319","OH","BWI","BOS",0.63
"4363","OH","CVG","AVL",0.63
"4586","OH","LEX","ATL",0.63
"4756","OH","STL","CVG",0.63
"4861","OO","BFL","SFO",0.63
"4878","OO","BNA","MKE",0.63
"4882","OO","BOI","LAX",0.63
"4937","OO","COS","SFO",0.63
"4958","OO","DAY","ORD",0.63
"5033","OO","DFW","CVG",0.63
"5157","OO","LAX","DFW",0.63
"5158","OO","LAX","DSM",0.63
"5163","OO","LAX","MOD",0.63
"5199","OO","LNK","ORD",0.63
"5213","OO","MCI","PIT",0.63
"5317","OO","ORD","BMI",0.63
"5326","OO","ORD","CMH",0.63
"5391","OO","PDX","LMT",0.63
"5443","OO","SAN","SLC",0.63
"5447","OO","SAT","MCI",0.63
"5568","OO","SLC","MSO",0.63
"5575","OO","SLC","ONT",0.63
"5619","OO","STL","ATL",0.63
"5634","OO","TUS","SFO",0.63
"5642","OO","TYS","ORD",0.63
"5655","OO","YUM","IPL",0.63
"5677","UA","BOS","IAD",0.63
"5682","UA","BUF","ORD",0.63
"5696","UA","CMH","ORD",0.63
"5712","UA","DEN","CLE",0.63
"5766","UA","DEN","STL",0.63
"5789","UA","GEG","ORD",0.63
"5795","UA","HNL","DEN",0.63
"5798","UA","HNL","SAN",0.63
"5881","UA","MCO","IAD",0.63
"5898","UA","OAK","DEN",0.63
"5940","UA","ORD","IND",0.63
"5967","UA","ORD","RSW",0.63
"6019","UA","SEA","LAX",0.63
"6042","UA","SFO","OGG",0.63
"6046","UA","SFO","PHX",0.63
"6101","US","BOS","PHL",0.63
"6161","US","CLT","PVD",0.63
"6174","US","CLT","STL",0.63
"6188","US","DCA","CLT",0.63
"6205","US","DCA","TPA",0.63
"6249","US","LAS","ATL",0.63
"6274","US","LAS","SAN",0.63
"6281","US","LAX","CLT",0.63
"6287","US","LGA","CLT",0.63
"6341","US","PHL","ALB",0.63
"6345","US","PHL","BUF",0.63
"6358","US","PHL","MHT",0.63
"6394","US","PHX","DEN",0.63
"6396","US","PHX","DTW",0.63
"6403","US","PHX","IAH",0.63
"6417","US","PHX","ONT",0.63
"6457","US","RDU","PHL",0.63
"6489","US","SJU","PHL",0.63
"6502","US","STL","PHX",0.63
"6531","WN","ABQ","OAK",0.63
"6577","WN","BHM","DAL",0.63
"6593","WN","BNA","CMH",0.63
"6594","WN","BNA","DEN",0.63
"6615","WN","BNA","TPA",0.63
"6639","WN","BWI","BHM",0.63
"6648","WN","BWI","IND",0.63
"6652","WN","BWI","LAS",0.63
"6681","WN","CMH","LAS",0.63
"6684","WN","CMH","PHL",0.63
"6715","WN","DEN","MCI",0.63
"6724","WN","DEN","PHX",0.63
"6738","WN","DTW","BWI",0.63
"6745","WN","ELP","DAL",0.63
"6751","WN","ELP","SAN",0.63
"6756","WN","FLL","BUF",0.63
"6765","WN","FLL","MDW",0.63
"6777","WN","GEG","SEA",0.63
"6801","WN","HOU","PHL",0.63
"6827","WN","ISP","LAS",0.63
"6840","WN","JAX","FLL",0.63
"6847","WN","LAS","ABQ",0.63
"6874","WN","LAS","MCO",0.63
"6900","WN","LAS","TPA",0.63
"6902","WN","LAS","TUS",0.63
"6918","WN","LAX","SLC",0.63
"6937","WN","MAF","HOU",0.63
"6960","WN","MCO","ABQ",0.63
"6965","WN","MCO","BNA",0.63
"6973","WN","MCO","HOU",0.63
"6977","WN","MCO","JAN",0.63
"7029","WN","MDW","PVD",0.63
"7034","WN","MDW","SAT",0.63
"7044","WN","MHT","BWI",0.63
"7078","WN","OAK","PHX",0.63
